brand,level_1,TimeIdx,sessions,conversions,revenue,cr,aov,idx_sessions,idx_cr,idx_aov,Level,Year
alpha,27,28,1945,11,4510.16,0.005655526992287918,410.01454545454544,0.8425384448776262,1.1556548264917303,0.9810144547678112,Weekly,Overall
alpha,28,29,1864,11,4754.37,0.005901287553648069,432.2154545454545,0.8074507255793806,1.2058737325785491,1.0341330891397287,Weekly,Overall
alpha,29,30,1948,5,2107.2400000000002,0.002566735112936345,421.44800000000004,0.8438379900368205,0.524488668453989,1.0083705188425311,Weekly,Overall
alpha,30,31,2049,10,4131.79,0.004880429477794046,413.179,0.8875893437296946,0.9972707917504838,0.9885858340882816,Weekly,Overall
alpha,31,32,2100,11,4587.15,0.005238095238095238,417.01363636363635,0.9096816114359974,1.0703564940601977,0.9977607127437087,Weekly,Overall
alpha,32,33,2008,4,1628.73,0.00199203187250996,407.1825,0.8698288932207061,0.40705335703122336,0.974238408507334,Weekly,Overall
alpha,33,34,2049,11,4800.8099999999995,0.005368472425573451,436.43727272727267,0.8875893437296946,1.0969978709255324,1.0442343519063304,Weekly,Overall
alpha,34,35,2204,19,8188.38,0.008620689655172414,430.96736842105264,0.9547325102880658,1.7615584933592598,1.0311468767177376,Weekly,Overall
alpha,35,36,2393,6,2515.35,0.0025073129962390303,419.22499999999997,1.0366038553173056,0.5123463064680505,1.0030516950175585,Weekly,Overall
alpha,36,37,2330,12,4955.27,0.005150214592274678,412.9391666666667,1.0093134069742258,1.0523988938867337,0.9880120008685985,Weekly,Overall
alpha,37,38,2458,18,7389.87,0.007323026851098454,410.54833333333335,1.0647606670998484,1.496393057011446,0.9822916134215128,Weekly,Overall
alpha,38,39,2187,9,3782.21,0.00411522633744856,420.24555555555554,0.9473684210526315,0.8409085811920747,1.005493510223855,Weekly,Overall
alpha,39,40,2852,13,5618.1,0.00455820476858345,432.1615384615385,1.2354342646740308,0.9314271416499873,1.034004087721968,Weekly,Overall
alpha,40,41,2756,12,5325.42,0.0043541364296081275,443.785,1.1938488195798138,0.8897276570232545,1.06181476885531,Weekly,Overall
alpha,41,42,2770,7,2964.64,0.002527075812274368,423.52,1.1999133636560537,0.516384655815061,1.0133280550392663,Weekly,Overall
alpha,42,43,2849,8,3238.19,0.002808002808002808,404.77375,1.2341347195148364,0.5737894987144236,0.9684751530469642,Weekly,Overall
alpha,43,44,2903,10,4087.15,0.003444712366517396,408.71500000000003,1.2575265323803335,0.7038952298645337,0.9779051190389445,Weekly,Overall
alpha,44,45,2454,12,5098.67,0.004889975550122249,424.88916666666665,1.0630279402209226,0.9992214436658882,1.0166039687986117,Weekly,Overall
alpha,45,46,2654,14,6156.53,0.0052750565184626974,439.7521428571428,1.1496642841672082,1.0779091911135787,1.0521656205628498,Weekly,Overall
alpha,46,47,2416,14,6016.4,0.005794701986754967,429.74285714285713,1.0465670348711285,1.1840939541454627,1.0282170702578124,Weekly,Overall
alpha,47,48,2594,17,7479.21,0.0065535851966075555,439.9535294117647,1.1236733809833226,1.3391647451443562,1.0526474647395263,Weekly,Overall
alpha,48,49,2849,19,8312.34,0.006669006669006669,437.49157894736845,1.2341347195148364,1.3627500594467563,1.0467569200764888,Weekly,Overall
alpha,49,50,2912,11,4330.110000000001,0.0037774725274725275,393.6463636363637,1.2614251678579165,0.7718917024472581,0.9418513978960054,Weekly,Overall
alpha,50,51,3113,17,7375.83,0.00546097012528108,433.8723529411765,1.3484946935239333,1.1158989235157277,1.0380974394153581,Weekly,Overall
alpha,51,52,3075,13,5317.24,0.004227642276422764,409.0184615384615,1.332033788174139,0.8638797424343947,0.97863119122101,Weekly,Overall
alpha,0,1,256,1,482.98,0.00390625,482.98,0.8025078369905956,0.9539806166837257,1.1645274587495882,Daily,Overall
alpha,1,2,277,2,902.52,0.007220216606498195,451.26,0.8683385579937304,1.7633143528594497,1.0880464222852688,Daily,Overall
alpha,2,3,266,4,1819.41,0.015037593984962405,454.8525,0.8338557993730408,3.672466734902763,1.0967084060021057,Daily,Overall
alpha,3,4,234,3,1222.12,0.01282051282051282,407.3733333333333,0.7335423197492164,3.1310133060388945,0.9822299735579433,Daily,Overall
alpha,4,5,257,3,1207.1100000000001,0.011673151750972763,402.37000000000006,0.8056426332288401,2.8508058895451414,0.9701662875834856,Daily,Overall
alpha,5,6,297,3,1398.87,0.010101010101010102,466.28999999999996,0.9310344827586207,2.4668589683942805,1.1242857028041437,Daily,Overall
alpha,6,7,222,2,922.94,0.009009009009009009,461.47,0.6959247648902821,2.2001715123516554,1.1126640572884434,Daily,Overall
alpha,7,8,272,3,1330.72,0.011029411764705883,443.5733333333333,0.8526645768025078,2.6935923294599315,1.069512871414449,Daily,Overall
alpha,8,9,263,2,874.3299999999999,0.0076045627376425855,437.16499999999996,0.8244514106583072,1.8571789952169868,1.0540615481060576,Daily,Overall
alpha,9,10,277,1,330.04,0.0036101083032490976,330.04,0.8683385579937304,0.8816571764297249,0.795769270954727,Daily,Overall
alpha,10,11,273,5,2186.38,0.018315018315018316,437.276,0.8557993730407524,4.472876151484135,1.0543291835110873,Daily,Overall
alpha,11,12,232,1,428.41,0.004310344827586207,428.41,0.7272727272727273,1.0526682666854903,1.0329521069255685,Daily,Overall
alpha,12,13,271,2,891.5699999999999,0.007380073800738007,445.78499999999997,0.8495297805642633,1.8023545230334594,1.074845486766916,Daily,Overall
alpha,13,14,243,4,1899.1399999999999,0.01646090534979424,474.78499999999997,0.7617554858934169,4.020066467012902,1.1447682502431222,Daily,Overall
alpha,14,15,211,2,880.3299999999999,0.009478672985781991,440.16499999999996,0.6614420062695925,2.314872396881837,1.0612949374311822,Daily,Overall
alpha,15,16,233,3,1279.48,0.012875536480686695,426.49333333333334,0.7304075235109718,3.1444511313867007,1.0283307748567387,Daily,Overall
alpha,16,17,281,3,1266.4499999999998,0.010676156583629894,422.1499999999999,0.8808777429467085,2.6073206890145952,1.0178584345338078,Daily,Overall
alpha,17,18,222,2,916.3199999999999,0.009009009009009009,458.15999999999997,0.6959247648902821,2.2001715123516554,1.1046832177330557,Daily,Overall
alpha,18,19,236,1,432.2,0.00423728813559322,432.2,0.7398119122257053,1.0348264316569227,1.042090288772976,Daily,Overall
alpha,19,20,264,0,0.0,0.0,0.0,0.8275862068965517,0.0,0.0,Daily,Overall
alpha,20,21,238,3,1148.04,0.012605042016806723,382.68,0.7460815047021944,3.078391233668493,0.9226911423129164,Daily,Overall
alpha,21,22,253,0,0.0,0.0,0.0,0.7931034482758621,0.0,0.0,Daily,Overall
alpha,22,23,234,1,387.13,0.004273504273504274,387.13,0.7335423197492164,1.043671102012965,0.9334206698118515,Daily,Overall
alpha,23,24,270,1,420.61,0.003703703703703704,420.61,0.8463949843260188,0.9045149550779029,1.014145294680244,Daily,Overall
alpha,24,25,276,0,0.0,0.0,0.0,0.8652037617554859,0.0,0.0,Daily,Overall
alpha,25,26,232,3,1264.27,0.01293103448275862,421.42333333333335,0.7272727272727273,3.158004800056471,1.0161063468972777,Daily,Overall
alpha,26,27,268,3,1251.37,0.011194029850746268,417.1233333333333,0.8401253918495298,2.733795200048885,1.0057384888645988,Daily,Overall
alpha,27,28,263,1,494.89,0.0038022813688212928,494.89,0.8244514106583072,0.9285894976084934,1.1932440143703333,Daily,Overall
alpha,28,29,294,0,0.0,0.0,0.0,0.9216300940438872,0.0,0.0,Daily,Overall
alpha,29,30,262,2,799.5899999999999,0.007633587786259542,399.79499999999996,0.8213166144200627,1.8642674646643798,0.9639576284127531,Daily,Overall
alpha,30,31,308,1,422.84,0.003246753246753247,422.84,0.9655172413793104,0.7929189541267331,1.0195221140785866,Daily,Overall
alpha,31,32,268,0,0.0,0.0,0.0,0.8401253918495298,0.0,0.0,Daily,Overall
alpha,32,33,295,2,829.3399999999999,0.006779661016949152,414.66999999999996,0.9247648902821317,1.6557222906510762,0.9998231838164968,Daily,Overall
alpha,33,34,301,1,434.67,0.0033222591362126247,434.67,0.9435736677115988,0.811358929804099,1.0480457793173288,Daily,Overall
alpha,34,35,257,1,427.63,0.0038910505836575876,427.63,0.8056426332288401,0.9502686298483805,1.031071425701036,Daily,Overall
alpha,35,36,265,1,415.92,0.0037735849056603774,415.92,0.8307210031347962,0.9215812749850331,1.002837096035299,Daily,Overall
alpha,36,37,248,0,0.0,0.0,0.0,0.7774294670846394,0.0,0.0,Daily,Overall
alpha,37,38,248,1,405.39,0.004032258064516129,405.39,0.7774294670846394,0.9847541849638458,0.9774478995041109,Daily,Overall
alpha,38,39,263,1,440.71,0.0038022813688212928,440.71,0.8244514106583072,0.9285894976084934,1.06260900315858,Daily,Overall
alpha,39,40,250,2,919.65,0.008,459.825,0.7836990595611285,1.9537523029682702,1.1086977488085,Daily,Overall
alpha,40,41,267,2,904.43,0.00749063670411985,452.215,0.8369905956112853,1.8293560889216012,1.0903490512204335,Daily,Overall
alpha,41,42,279,2,835.85,0.007168458781362007,417.925,0.8746081504702194,1.7506741066023925,1.0076714112342573,Daily,Overall
alpha,42,43,290,3,1222.12,0.010344827586206896,407.3733333333333,0.9090909090909091,2.5264038400451767,0.9822299735579433,Daily,Overall
alpha,43,44,266,0,0.0,0.0,0.0,0.8338557993730408,0.0,0.0,Daily,Overall
alpha,44,45,296,0,0.0,0.0,0.0,0.9278996865203761,0.0,0.0,Daily,Overall
alpha,45,46,225,3,1229.4099999999999,0.013333333333333334,409.8033333333333,0.7053291536050157,3.2562538382804505,0.9880890189112944,Daily,Overall
alpha,46,47,294,0,0.0,0.0,0.0,0.9216300940438872,0.0,0.0,Daily,Overall
alpha,47,48,331,0,0.0,0.0,0.0,1.0376175548589341,0.0,0.0,Daily,Overall
alpha,48,49,267,1,408.8,0.003745318352059925,408.8,0.8369905956112853,0.9146780444608006,0.9856698520370029,Daily,Overall
alpha,49,50,303,0,0.0,0.0,0.0,0.9498432601880877,0.0,0.0,Daily,Overall
alpha,50,51,298,3,1291.19,0.010067114093959731,430.3966666666667,0.9341692789968652,2.458580918164769,1.037742218078651,Daily,Overall
alpha,51,52,283,5,2045.6699999999998,0.0176678445229682,409.13399999999996,0.8871473354231975,4.314823990654307,0.9864751693818666,Daily,Overall
alpha,52,53,274,1,456.22,0.0036496350364963502,456.22,0.8589341692789969,0.8913103571935539,1.100005625969475,Daily,Overall
alpha,53,54,277,0,0.0,0.0,0.0,0.8683385579937304,0.0,0.0,Daily,Overall
alpha,54,55,282,0,0.0,0.0,0.0,0.8840125391849529,0.0,0.0,Daily,Overall
alpha,55,56,260,3,1375.68,0.011538461538461539,458.56,0.8150470219435737,2.8179119754350053,1.1056476696430724,Daily,Overall
alpha,56,57,279,3,1137.8899999999999,0.010752688172043012,379.2966666666666,0.8746081504702194,2.626011159903589,0.9145334865740256,Daily,Overall
alpha,57,58,308,0,0.0,0.0,0.0,0.9655172413793104,0.0,0.0,Daily,Overall
alpha,58,59,290,3,1277.8400000000001,0.010344827586206896,425.9466666666667,0.9090909090909091,2.5264038400451767,1.0270126905797161,Daily,Overall
alpha,59,60,280,2,844.22,0.007142857142857143,422.11,0.877742946708464,1.7444216990788126,1.0177619893428065,Daily,Overall
alpha,60,61,329,1,376.37,0.00303951367781155,376.37,1.031347962382445,0.742307105990984,0.907476913432404,Daily,Overall
alpha,61,62,322,1,389.05,0.003105590062111801,389.05,1.0094043887147335,0.758444216990788,0.9380500389799313,Daily,Overall
alpha,62,63,300,3,1139.09,0.01,379.69666666666666,0.9404388714733543,2.442190378710338,0.9154979384840423,Daily,Overall
alpha,63,64,260,3,1300.23,0.011538461538461539,433.41,0.8150470219435737,2.8179119754350053,1.0450077558007764,Daily,Overall
alpha,64,65,344,2,826.6800000000001,0.005813953488372093,413.34000000000003,1.078369905956113,1.419878127157173,0.9966163812156917,Daily,Overall
alpha,65,66,368,2,866.88,0.005434782608695652,433.44,1.1536050156739812,1.327277379733879,1.0450800896940275,Daily,Overall
alpha,66,67,340,2,885.77,0.0058823529411764705,442.885,1.0658307210031348,1.4365825757119632,1.0678532104192955,Daily,Overall
alpha,67,68,300,1,454.03,0.0033333333333333335,454.03,0.9404388714733543,0.8140634595701126,1.094725251762134,Daily,Overall
alpha,68,69,327,2,802.45,0.0061162079510703364,401.225,1.025078369905956,1.4936944212295644,0.9674055439910628,Daily,Overall
alpha,69,70,278,2,818.94,0.007194244604316547,409.47,0.8714733542319749,1.7569714954750633,0.9872853089862808,Daily,Overall
alpha,70,71,314,4,1561.23,0.012738853503184714,390.3075,0.9843260188087775,3.1110705461278187,0.9410820346720462,Daily,Overall
alpha,71,72,291,2,783.41,0.006872852233676976,391.705,0.9122257053291536,1.6784813599383763,0.9444515885326668,Daily,Overall
alpha,72,73,340,2,788.23,0.0058823529411764705,394.115,1.0658307210031348,1.4365825757119632,0.950262411290517,Daily,Overall
alpha,73,74,296,2,793.6800000000001,0.006756756756756757,396.84000000000003,0.9278996865203761,1.6501286342637418,0.9568327399275054,Daily,Overall
alpha,74,75,269,1,386.53,0.0037174721189591076,386.53,0.8432601880877743,0.9078774642045865,0.9319739919468265,Daily,Overall
alpha,75,76,273,0,0.0,0.0,0.0,0.8557993730407524,0.0,0.0,Daily,Overall
alpha,76,77,284,0,0.0,0.0,0.0,0.890282131661442,0.0,0.0,Daily,Overall
alpha,77,78,321,3,1202.6599999999999,0.009345794392523364,400.8866666666666,1.006269592476489,2.2824209146825583,0.9665897784171735,Daily,Overall
alpha,78,79,350,2,926.4,0.005714285714285714,463.2,1.09717868338558,1.39553735926305,1.1168353117992653,Daily,Overall
alpha,79,80,335,3,1030.4499999999998,0.008955223880597015,343.4833333333333,1.0501567398119123,2.1870361600391086,0.8281828922305361,Daily,Overall
alpha,80,81,356,1,462.55,0.0028089887640449437,462.55,1.115987460815047,0.6860085333456004,1.1152680774454884,Daily,Overall
alpha,81,82,317,2,819.3399999999999,0.006309148264984227,409.66999999999996,0.9937304075235109,1.5408141190601499,0.9877675349412889,Daily,Overall
alpha,82,83,310,2,775.81,0.0064516129032258064,387.905,0.9717868338557993,1.5756066959421533,0.9352892953875087,Daily,Overall
alpha,83,84,312,0,0.0,0.0,0.0,0.9780564263322884,0.0,0.0,Daily,Overall
alpha,84,85,345,4,1738.4399999999998,0.011594202898550725,434.60999999999996,1.0815047021943573,2.831525076765609,1.047901111530826,Daily,Overall
alpha,85,86,322,1,388.74,0.003105590062111801,388.74,1.0094043887147335,0.758444216990788,0.9373025887496684,Daily,Overall
alpha,86,87,359,2,798.0699999999999,0.005571030640668524,399.03499999999997,1.1253918495297806,1.3605517430141156,0.9621251697837215,Daily,Overall
alpha,87,88,263,1,376.9,0.0038022813688212928,376.9,0.8244514106583072,0.9285894976084934,0.908754812213176,Daily,Overall
alpha,88,89,276,2,834.5799999999999,0.007246376811594203,417.28999999999996,0.8652037617554859,1.7697031729785055,1.0061403438271057,Daily,Overall
alpha,89,90,334,2,842.61,0.005988023952095809,421.305,1.0470219435736676,1.4623894483295437,1.0158210298738979,Daily,Overall
alpha,90,91,282,3,1313.6599999999999,0.010638297872340425,437.8866666666666,0.8840125391849529,2.5980748709684445,1.0558015800937124,Daily,Overall
alpha,91,92,328,3,1234.12,0.009146341463414634,411.3733333333333,1.0282131661442007,2.233710712235065,0.9918744926581097,Daily,Overall
alpha,92,93,355,4,1588.96,0.011267605633802818,397.24,1.1128526645768024,2.751763806997564,0.957797191837522,Daily,Overall
alpha,93,94,363,4,1619.67,0.011019283746556474,404.9175,1.1379310344827587,2.6911188746119423,0.9763086406854039,Daily,Overall
alpha,94,95,291,1,435.03,0.003436426116838488,435.03,0.9122257053291536,0.8392406799691882,1.0489137860363438,Daily,Overall
alpha,95,96,344,1,370.17,0.0029069767441860465,370.17,1.078369905956113,0.7099390635785865,0.8925279088271462,Daily,Overall
alpha,96,97,353,3,1246.78,0.0084985835694051,415.5933333333333,1.1065830721003134,2.0755159025866896,1.0020494603087853,Daily,Overall
alpha,97,98,297,2,897.45,0.006734006734006734,448.725,0.9310344827586207,1.6445726455961869,1.0819342083055383,Daily,Overall
alpha,98,99,307,1,451.98,0.003257328990228013,451.98,0.9623824451410659,0.7955017520229113,1.0897824357232988,Daily,Overall
alpha,99,100,357,1,436.52,0.0028011204481792717,436.52,1.1191222570532915,0.6840869408152206,1.0525063694011556,Daily,Overall
alpha,100,101,333,7,3050.43,0.021021021021021023,435.7757142857143,1.0438871473354232,5.13373352882053,1.0507117999543034,Daily,Overall
alpha,101,102,346,1,404.65,0.002890173410404624,404.65,1.084639498432602,0.7058353695694617,0.9756636634705801,Daily,Overall
alpha,102,103,347,2,880.77,0.005763688760806916,440.385,1.0877742946708464,1.407602523752356,1.0618253859816915,Daily,Overall
alpha,103,104,339,2,743.23,0.0058997050147492625,371.615,1.0626959247648904,1.440820282424978,0.8960119913520812,Daily,Overall
alpha,104,105,307,3,1379.81,0.009771986970684038,459.93666666666667,0.9623824451410659,2.386505256068734,1.1089669916333798,Daily,Overall
alpha,105,106,257,2,983.71,0.007782101167315175,491.855,0.8056426332288401,1.900537259696761,1.1859262355030822,Daily,Overall
alpha,106,107,425,0,0.0,0.0,0.0,1.3322884012539185,0.0,0.0,Daily,Overall
alpha,107,108,418,0,0.0,0.0,0.0,1.3103448275862069,0.0,0.0,Daily,Overall
alpha,108,109,286,0,0.0,0.0,0.0,0.896551724137931,0.0,0.0,Daily,Overall
alpha,109,110,329,3,1198.48,0.00911854103343465,399.49333333333334,1.031347962382445,2.2269213179729523,0.9632302709306158,Daily,Overall
alpha,110,111,345,2,762.8,0.005797101449275362,381.4,1.0815047021943573,1.4157625383828045,0.9196048962008632,Daily,Overall
alpha,111,112,311,0,0.0,0.0,0.0,0.9749216300940439,0.0,0.0,Daily,Overall
alpha,112,113,315,0,0.0,0.0,0.0,0.987460815047022,0.0,0.0,Daily,Overall
alpha,113,114,340,3,1159.13,0.008823529411764706,386.3766666666667,1.0658307210031348,2.154873863567945,0.9316042853813203,Daily,Overall
alpha,114,115,390,2,908.49,0.005128205128205128,454.245,1.2225705329153604,1.2524053224155578,1.095243644663768,Daily,Overall
alpha,115,116,312,1,454.04,0.003205128205128205,454.04,0.9780564263322884,0.7827533265097236,1.0947493630598844,Daily,Overall
alpha,116,117,335,4,1692.88,0.011940298507462687,423.22,1.0501567398119123,2.9160482133854777,1.0204383433931026,Daily,Overall
alpha,117,118,354,2,805.8699999999999,0.005649717514124294,402.93499999999995,1.109717868338558,1.3797685755425637,0.9715285759063838,Daily,Overall
alpha,118,119,303,0,0.0,0.0,0.0,0.9498432601880877,0.0,0.0,Daily,Overall
alpha,119,120,319,1,382.03,0.003134796238244514,382.03,1.0,0.7655769212258111,0.9211239079591393,Daily,Overall
alpha,120,121,332,1,434.78,0.0030120481927710845,434.78,1.0407523510971788,0.7355995116597402,1.0483110035925833,Daily,Overall
alpha,121,122,369,2,876.37,0.005420054200542005,438.185,1.1567398119122256,1.3236804220652236,1.0565209004766,Daily,Overall
alpha,122,123,400,0,0.0,0.0,0.0,1.2539184952978057,0.0,0.0,Daily,Overall
alpha,123,124,381,2,795.64,0.005249343832020997,397.82,1.1943573667711598,1.2819897001104135,0.9591956471070461,Daily,Overall
alpha,124,125,355,2,822.33,0.005633802816901409,411.165,1.1128526645768024,1.375881903498782,0.9913721739549762,Daily,Overall
alpha,125,126,331,0,0.0,0.0,0.0,1.0376175548589341,0.0,0.0,Daily,Overall
alpha,126,127,359,1,425.44,0.002785515320334262,425.44,1.1253918495297806,0.6802758715070578,1.025791051493695,Daily,Overall
alpha,127,128,361,1,427.55,0.002770083102493075,427.55,1.1316614420062696,0.676507030113667,1.0308785353190326,Daily,Overall
alpha,128,129,443,1,466.43,0.002257336343115124,466.43,1.3887147335423198,0.5512845098668934,1.1246232609726496,Daily,Overall
alpha,129,130,386,3,1187.43,0.007772020725388601,395.81,1.2100313479623825,1.898075423868138,0.9543492762592125,Daily,Overall
alpha,130,131,400,1,385.52,0.0025,385.52,1.2539184952978057,0.6105475946775845,0.9295387508740345,Daily,Overall
alpha,131,132,348,2,864.74,0.005747126436781609,432.37,1.0909090909090908,1.4035576889139871,1.0425001808347332,Daily,Overall
alpha,132,133,305,1,414.6,0.003278688524590164,414.6,0.9561128526645768,0.8007181569542091,0.9996544047322441,Daily,Overall
alpha,133,134,337,0,0.0,0.0,0.0,1.0564263322884013,0.0,0.0,Daily,Overall
alpha,134,135,314,1,399.45,0.0031847133757961785,399.45,0.9843260188087775,0.7777676365319547,0.9631257886403639,Daily,Overall
alpha,135,136,422,2,854.81,0.004739336492890996,427.405,1.322884012539185,1.1574361984409185,1.0305289215016515,Daily,Overall
alpha,136,137,363,2,889.99,0.005509641873278237,444.995,1.1379310344827587,1.3455594373059712,1.0729406942446331,Daily,Overall
alpha,137,138,331,2,783.5899999999999,0.006042296072507553,391.79499999999996,1.0376175548589341,1.4756437333597205,0.9446685902124204,Daily,Overall
alpha,138,139,349,1,421.89,0.0028653295128939827,421.89,1.0940438871473355,0.6997680168224463,1.0172315407922972,Daily,Overall
alpha,139,140,334,2,889.2,0.005988023952095809,444.6,1.0470219435736676,1.4623894483295437,1.0719882979834918,Daily,Overall
alpha,140,141,312,6,2577.45,0.019230769230769232,429.575,0.9780564263322884,4.6965199590583415,1.0357610731134919,Daily,Overall
alpha,141,142,385,5,2105.54,0.012987012987012988,421.108,1.206896551724138,3.1716758165069323,1.0153460373082148,Daily,Overall
alpha,142,143,352,1,465.21,0.002840909090909091,465.21,1.103448275862069,0.6938040848608914,1.121681682647099,Daily,Overall
alpha,143,144,357,1,398.39,0.0028011204481792717,398.39,1.1191222570532915,0.6840869408152206,0.9605699910788198,Daily,Overall
alpha,144,145,334,1,441.86,0.0029940119760479044,441.86,1.0470219435736676,0.7311947241647718,1.0653818023998778,Daily,Overall
alpha,145,146,347,2,825.25,0.005763688760806916,412.625,1.0877742946708464,1.407602523752356,0.9948924234265368,Daily,Overall
alpha,146,147,337,1,394.77,0.002967359050445104,394.77,1.0564263322884013,0.7246855723176077,0.9518417012931693,Daily,Overall
alpha,147,148,323,0,0.0,0.0,0.0,1.0125391849529781,0.0,0.0,Daily,Overall
alpha,148,149,305,1,418.98,0.003278688524590164,418.98,0.9561128526645768,0.8007181569542091,1.0102151531469263,Daily,Overall
